item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type
55,Cenderamata Kayu By Kayu Warisan,"Workshop crafting rustic wooden furniture and home dÃ©cor including stools, tables, and ornaments. Custom orders accepted.","woodcraft, furniture, handmade",Arts & Crafts,"Jln Sawah Baru, Kampung Leboh, 85300, Johor Darul Ta'zim",Johor,140.0,400.0,8:00 AM - 5:00 PM,Daily,Saturday,4.7,HO52,Nor Hazilawati binti Buang,012-754 2897,https://www.facebook.com/kayuwarisan/?locale=ms_MY,8:00 AM,5:00 PM,Paid
56,Ronna Creativa Rattan Craft,Online-based business selling rattan crafts for home decoration and daily use.,"rattan, craft, home_decor",Arts & Crafts,"Jalan Datin Halimah, Johor, Malaysia, Johor Bahru, Malaysia",Johor,45.0,200.0,24 Hours,Daily,Saturday,4.9,HO53,Ronna Creative,Not Provided,https://shopee.com.my/tehatiey,Not Appplicable,Not Appplicable,Paid
57,Ottornest Camp,"HRDC-claimable corporate camp offering team building, retreats, and impactful eco experiences.","team_building, ecotourism, corporate_camp",Nature & Eco,"TL JSG, Otternest Camp, Hutan Lipur Gunung Pulai 2, 81500 Pekan Nanas, Johor Darul Ta'zim",Johor,120.0,180.0,24 Hours,Daily,Not mentioned,4.8,HO54,Ahmad Tarmizi Yusof,014-338 2599,https://www.facebook.com/otternest/,Not Appplicable,Not Appplicable,Paid
58,Rumah Laksa Enam Bintang,"Local laksa eatery known for its rich broth and signature toppings, popular among food lovers in Johor.","laksa, restaurant, local_food",Food & Culinary,"Jalan Melati, Kg Maju Jaya, Jalan Kempas Lama",Johor,5.0,14.0,4:30 PM - 10:30 PM,Daily,Monday - Tuesday,4.8,HO55,Rumah Laksa,013-774 1887,https://www.facebook.com/saudagarantik.antik/,4:30 PM,10:30 PM,Paid
59,Perniagaan Benang Serat Nanas M&Z,Produces and sells crafts made from pineapple fiber thread (serat nanas) including handbags and souvenirs.,"eco_craft, pineapple_fiber, handmade",Arts & Crafts,"Kampung Terjun Rimba, 82000 Pontian District, Johor",Johor,8.0,180.0,8:00 AM - 5:00 PM,Daily,Not mentioned,5.0,HO56,Munah Binti Kadir,014-314 0656,https://www.facebook.com/p/Perniagaan-Benang-Serat-Nanas-100090451722896/,8:00 AM,5:00 PM,Paid
60,Eco Tourism Kampung Sungai Melayu,"Community-run eco-tourism business offering mangrove tours, wildlife viewing, and marine product sales.","ecotourism, mangrove, community_based",Nature & Eco,"eside Asam pedas (berdekatan klinik desa, Jalan Kampung Sungai Melayu, Kampung Sungai Melayu, 79503 Iskandar Puteri, Johor",Johor,0.0,35.0,9:00 AM - 4:00 PM,Daily,Not mentioned,4.5,HO57,Koperasi Penduduk Kampung Sungai Melayu,011-6779 6693,https://www.facebook.com/people/Eco-Pelancongan-Kg-Sg-Melayu-Johor-Baharu/61563288885795/?mibextid=ZbWKwL,9:00 AM,4:00 PM,Free / Not mentioned
61,Air Terjun Takah Pengkoi,"Hidden waterfall located in an Orang Asli village in Segamat, Johor. Offers camping, chalets, and a unique â€œbus stayâ€ experience with BBQ facilities and no mobile signal â€” perfect for a digital detox.","nature, waterfall, camping, hidden_gem",Nature & Eco,"Bekok, Johor",Johor,15.0,70.0,9:00 AM - 8:00 PM,Daily,Not mentioned,4.4,HO58,Ros,019 659 9316,Not Available,9:00 AM,8:00 PM,Paid
62,Open Traditional Dance Class,"Experience learning traditional Malaysian dance with locals at Dataran Tanjung Emas, Muar.","dance, culture, experience",Festivals & Performances,Dataran Tanjung Emas Muar,Johor,0.0,0.0,8:30 PM - 11:00 PM,Saturday,Not mentioned,4.3,HO59,PERZIM_FC,https://chat.whatsapp.com/LAHzgFAgLndJoKo5oxe1eT,https://www.tiktok.com/@perzim_fc/video/7539260222796320007,8:30 PM,11:00 PM,Free / Not mentioned
63,D'Impian Agro Farm,"An agro-tourism attraction in Muar featuring a mini zoo, flower garden, melon farm, glamping, and family-friendly facilities. Offers motivational and school visit packages.","agrotourism, family, farm, glamping",Nature & Eco,"234, Jalan Muar, Kampung Sungai Belukang, 83610 Muar, Johor Darul Ta'zim",Johor,10.0,15.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.3,HO60,D'Impian Agrofarm,011-1628 5534,https://dimpianagrofarm.com/,9:00 AM,6:00 PM,Paid
64,Uk Farm Kluang Agro Resort,"Malaysiaâ€™s largest goat and sheep farm offering tours, fruit orchards, and farm experiences in Kluang, Johor.","farm, agrotourism, animals, orchard",Nature & Eco,"Projek Pertanian Moden Kluang,, KM13 Jalan Batu Pahat, Kluang, 8, 86000 Kluang, Johor",Johor,45.0,170.0,9:00 AM - 6:00 PM,Daily,Not mentioned,3.9,HO61,UK Farm,07-759 7555,https://ukfarm.com.my/,9:00 AM,6:00 PM,Paid
65,Talula Hill Farm Resort,"A farm resort near Gunung Lambak offering fruit picking, animal feeding, and scenic mountain views â€” ideal for eco-retreats.","farm_resort, ecotourism, mountain",Nature & Eco,"PTD 40612, Jln Padang Tembak, 86000 Kluang, Johor Darul Ta'zim",Johor,439.0,534.0,Upon Booking,Daily,Not mentioned,4.4,HO62,Talula Hill Farm Resort Kluang,019-375 5818,https://talulahill.com/,Not Appplicable,Not Appplicable,Paid
66,Kek Lapis Mua Izzaty,"A local bakery in Kota Tinggi specializing in premium kek lapis and brownies, known for its vibrant layered cakes.","bakery, kek_lapis, dessert",Food & Culinary,"No. 3, Jalan Permai, Taman Sedili, 81900 Kota Tinggi, Johor",Johor,15.0,25.0,10:00 AM - 7:00 PM,Daily,Wednesday,5.0,HO63,Izzaty,Not Provided,https://www.instagram.com/keklapismuaizzaty/,10:00 AM,7:00 PM,Paid
67,Mee Siput Kak Chik,"Supplier of traditional mee siput in raw and fried form, also providing customized door gift packages.","traditional_food, mee_siput, snack",Food & Culinary,"KB 6B, lorong 1 kanan, Kampung Sawah Ring, 84700 Gerisek, Johor Darul Ta'zim",Johor,2.0,10.5,24 hours,Daily,Not mentioned,4.4,HO64,Md Shahir Meskon,019-627 6570,https://www.facebook.com/meesiputkakchik/?locale=ms_MY,Not Appplicable,Not Appplicable,Paid
68,Herbal Nasuha,Malaysiaâ€™s largest herbal plantation with restaurants serving herbal cuisine and products.,"herbs, agrotourism, wellness",Nature & Eco,"Jalan Muar, 84500 Muar, Johor Darul Ta'zim",Johor,1.0,20.0,10:30 AM - 5:00 PM,Daily,Not mentioned,4.2,HO65,Nasuha Herbs,018-768 1000,https://www.facebook.com/NasuhaHerbsRestaurant/,10:30 AM,5.00 PM,Paid
69,Tanjak Warisan Yusoff,Online shop selling traditional Malay tanjak and accessories for cultural and ceremonial wear.,"tanjak, traditional_attire, craft",Culture & Heritage,"NO.8A, TAPAK PASAR MINGGU, PEKAN, Tunjang, 06000 Jitra, Kedah",Kedah,55.0,150.0,24 hours,Daily,Not mentioned,3.8,HO66,Tanjak Warisan Yusoff,010 336 2469,https://www.instagram.com/tanjakwarisanyusoff/reels/,Not Appplicable,Not Appplicable,Paid
70,Busana & Tanjak Pengiran,"A boutique producing traditional Malay attire such as Baju Layang, Baju Silat, Baju Sikap, and accessories like pending and samping.","traditional_wear, traditional_attire, tanjak",Culture & Heritage,"No.1, Tingkat 2, Kompleks Pekan Selasa, Kuala Nerang, 06300 Kuala Nerang, Kedah",Kedah,80.0,220.0,10:00 AM - 4:30 PM,Daily,Thursday,5.0,HO67,Busana & Tanjak Pengiran,011-1307 0771,https://shopee.com.my/diayu71,10:00 AM,4:30 PM,Paid
71,Galeri Wau Pak Sapie And Sons,A local art and craft shop specializing in traditional Malay kites and handmade crafts.,"wau, craft, heritage, culture",Arts & Crafts,"Galeri Wau Pak Sapie, Jalan Pantai Cahaya Bulan, 15350 Kota Bharu, Kelantan",Kelantan,0.0,20.0,9:00 AM - 3:00 PM,Daily,Not mentioned,4.3,HO68,Wan Anuar,0 13-395 4207,https://www.facebook.com/galeriwau/,9:00 AM,3:00 PM,Free / Not mentioned
72,Homemade Coklat Nise,"Traditional Kelantanese handmade chocolate candy by Puan Roziah Hussein, known as Coklat Nise.","dessert, handmade, traditional",Food & Culinary,Kelantan,Kelantan,6.5,10.0,24 hours,Daily,Not mentioned,4.9,HO69,Roziah Hussein,Not Provided,https://shopee.com.my/Gula-Gula-Manisan-Gula-Melaka-Coklat-Nisan-Homemade-(40pcs)-i.14693110.6778937015?stm_medium=referral&stm_source=rw&uls_trackid=84935a39a3b4,Not Appplicable,Not Appplicable,Paid
73,Mira Cake House (Kek Basah Sarawak),"Family business famous for Sarawak layered moist cake, known as Kek Lapis Basah.","kek_lapis, dessert, bakery",Food & Culinary,"9, Jalan Enggang, Taman Keramat, 54200 Kuala Lumpur, Selangor",Kuala Lumpur,12.0,150.0,7:30 AM - 11:00 PM,Daily,Not mentioned,4.4,HO70,MIra Cake House,012-854 1004,https://miracakehouse.com/,7:30 AM,11:00 PM,Paid
74,Selling Craft By Orang Asli,Handmade crafts created by the indigenous Orang Asli community.,"handicraft, culture, craft",Arts & Crafts,"Central Market, No. G23, Ground Floor, Kuala Lumpur.",Kuala Lumpur,20.0,180.0,10:00 AM - 10:00 PM,Daily,Not mentioned,4.7,HO71,Asli Kraf,03-22741811,https://www.instagram.com/aslikraf/?hl=en,10:00 AM,10:00 PM,Paid
75,Malaysia Batik Canting Workshop,Hands-on workshop to experience Malaysian batik painting using traditional canting tools.,"batik, workshop, art, heritage",Arts & Crafts,"Teja, Kuala Lumpur",Kuala Lumpur,100.0,150.0,10:30 AM - 12:00 PM,Upon Booking,Upon Booking,4.9,HO72,Hafiz,Not Provided,https://www.airbnb.com/experiences/1341680?adults=1&children=0&infants=0,10:30 AM,12:00 PM,Paid
76,Ikan Bilis Sabarang Sungai Enterprise,"A local seafood supplier near Bebuluh Water Village, showcasing life in Labuanâ€™s floating communities.","seafood, local_product",Nature & Eco,"Bebuloh laut, Bl 0045A, Kampung Bebuloh Laut, 87000 Labuan, Labuan Federal Territory",Labuan,0.0,0.0,8:00 AM - 5:00 PM,Daily,Friday,5.0,HO73,Unknown Host,012-8311849,Not Available,8:00 AM,5:00 PM,Free / Not mentioned
77,Homemade Kuih Bakar Melaka Semabok,"Traditional homemade kuih bakar from Melaka, baked to golden perfection.","dessert, kuih_bakar, traditional_food",Food & Culinary,"kedai kuih bakar semabok, no3, Lebuh AMJ, Kampung Ladang, 75050 Melaka",Melaka,1.0,20.0,10:00 AM - 6:00 PM,Daily,Not mentioned,4.5,HO74,Kuih Bakar Homemade Semabok,012-215 2625,https://www.instagram.com/kuihbakarhomemade/?hl=en,10:00 AM,6:00 PM,Paid
78,Traditional Nyonya Dessert Cooking Class In Melaka,Learn to make authentic Peranakan desserts while exploring Melakaâ€™s cultural heritage.,"nyonya, dessert, cooking_class, heritage",Food & Culinary,"Jaya Mata Knife Gallery, 104 & 106, Jalan Tokong, Kampung Tiga, 75200 Melaka",Melaka,0.0,136.0,Upon Booking,Upon Booking,Upon Booking,4.6,HO75,Jaya Mata,Not Provided,https://www.klook.com/ms-MY/activity/85757-traditional-nyonya-dessert-cooking-class-melaka/,Not Appplicable,Not Appplicable,Free / Not mentioned
79,Batik Wau Bulan (A Malaysian Heritage Kite) Making Workshop,Hands-on batik and kite-making workshop teaching participants to craft traditional Wau Bulan.,"wau_bulan, batik, craft, workshop",Arts & Crafts,"55, Jalan Kampung Pantai, Kampung Pantai, 75200 Melaka",Melaka,0.0,50.0,11:00 AM - 8:00 PM,Daily,Not mentioned,4.6,HO76,Malacca Heritage Weekend Workshop,011-2177 6974,https://theweekendworkshop.com.my/malacca/product/batik-waubulan-heritagekite-workshop/,11:00 AM,8:00 PM,Free / Not mentioned
80,Mamamidah - Authentic Dodol Manufacturer,Producer of traditional Melaka dodol made with coconut milk and palm sugar.,"dodol, dessert, traditional_food",Food & Culinary,"3537 KM 15 Jalan Melaka Muar, Umbai, 77300, Malacca",Melaka,5.0,10.0,9:00 AM - 9:00 PM,Daily,Not mentioned,4.0,HO77,Hamidahku Industry Sdn Bhd,013-931 5652,https://www.mamamidah.com/products/,9:00 AM,9:00 PM,Paid
81,Pandan Molek Enterprise,Seller of traditional handicrafts such as mengkuang mats and woven products.,"handicraft, mengkuang, traditional",Arts & Crafts,"No.1, Km 43, Kampung Air Molek, 78200, Kuala Sungai Baru, Melaka",Melaka,20.0,150.0,10:00 AM - 5:00 PM,Daily,Saturday - Sunday,4.2,HO78,Pandan Molek Enterprise,06-387 9401,https://www.facebook.com/pandan.molek.9/,10:00 AM,5:00 PM,Paid
82,Kuih Sopang Frozen,"Online shop offering frozen Kuih Sopang, a traditional Negeri Sembilan delicacy.","dessert, frozen_food, traditional",Food & Culinary,Negeri Sembilan,Negeri Sembilan,37.0,119.0,24 hours,Daily,Not mentioned,4.8,HO79,Farin Hashim Class,Not Provided,https://shopee.com.my/Kuih-So-Punk-(Sopang)-Farin-Hashim-frozen-i.37307467.40502191723,Not Appplicable,Not Appplicable,Paid
83,Rumah Makan Perpateh,Restaurant serving traditional Negeri Sembilan dishes in a cozy kampung-style setting.,"restaurant, traditional_food",Food & Culinary,"Dataran kemuning, 28D, Jln Dataran Kemuning 2, Taman Cendana, 70450 Seremban, Negeri Sembilan",Negeri Sembilan,20.0,40.0,11:30 AM - 10:00 PM,Daily,Friday,4.2,HO80,Dato' Rosyam Nor,010-837 2504,https://www.instagram.com/rumahmakanperpateh/?hl=en,11:30 AM,10:00 PM,Paid
84,Restoran Selera Nogori,Offers traditional Negeri Sembilan cuisine with a wide range of local dishes.,"restaurant, cuisine",Food & Culinary,"602&603, Jalan Haruan 4/8, Oakland Commercial Centre, 70300 Seremban, Negeri Sembilan",Negeri Sembilan,1.0,20.0,7:00 AM - 5:00 PM,Daily,Not mentioned,4.4,HO81,Restoran Selera Nogori,013-233 3364,https://www.instagram.com/restoran_seleranogori/?hl=en,7:00 AM,5:00 PM,Paid
85,The Rimba Lavender Heights,Local restaurant offering Malaysian cuisine surrounded by nature.,"restaurant, local_food, eco_dining",Food & Culinary,"Simpang Taman Lavender Heights, Jalan Kuala Pilah, Seremban Paroi, 70400 Seremban, Negeri Sembilan",Negeri Sembilan,1.0,20.0,11:00 AM - 5:30 PM,Daily,Tuesday,4.5,HO82,Lavendar Heights,013-788 8565,https://www.instagram.com/therimbalavenderheights_/?hl=en,11:00 AM,5:30 PM,Paid
86,Dapo Kueh By Norhayu Kitchen,Sells various types of traditional kuih muih and homemade dishes.,"dessert, homemade",Food & Culinary,"Pusat Perniagaan Taman Sri Serting Taman Sri Serting, Taman sri serting, 72120 Bandar Seri Jempol, Negeri Sembilan",Negeri Sembilan,1.0,20.0,11:30 AM - 6:30 PM.,Daily,Wednesday,4.5,HO83,Norhayu Kitchen,013-365 5096,https://www.facebook.com/KuihKeriaGulaMelakaBSJ/,11:30 AM,6:30 PM,Paid
87,Zaini Salai House,Famous restaurant serving traditional daging salai dishes from Negeri Sembilan.,"restaurant, daging_salai, traditional_food",Food & Culinary,"No. 33A Kampung Ulu bendul, 71500 Tanjung Ipoh, Negeri Sembilan",Negeri Sembilan,19.9,39.9,10:00 AM - 4:30 PM,Daily,Wednesday,4.1,HO84,Zaini Salai House,013-428 8491,https://www.facebook.com/ZainiSalaiHouse/,10:00 AM,4:30 PM,Paid
88,Warisan Craft Wood,Offers custom-made wood carvings featuring traditional and contemporary designs.,"wood_carving, craft, art",Arts & Crafts,Temerloh,Pahang,20.0,500.0,8:00 AM - 6:00 PM,Daily,Sunday,4.8,HO85,Puan Rohaini,013-9577599,https://warisancraftwood.wordpress.com/contact-us/,8:00 AM,6:00 PM,Paid
89,Pottery Workshop In George Town Penang,Learn the art of pottery by crafting your own pots and mugs in a guided workshop.,"pottery, workshop, art",Arts & Crafts,Tanjung Bungah,Penang,165.0,330.0,10:30 AM,Upon Booking,Upon Booking,4.9,HO86,Trisha,Not Provided,https://www.klook.com/en-MY/activity/57665-pottery-workshop-penang-claypu/,10:30 AM,Not Applicable,Paid
90,Biking Through Malay Countryside,"Cycling tour through plantations, orchards, and traditional Malay villages to explore hidden gems.","cycling, countryside, ecotourism",Nature & Eco,George Town,Penang,0.0,130.0,7:00 AM - 10:15 AM,Upon Booking,Upon Booking,4.9,HO87,Eddie,Not Provided,https://www.airbnb.com/experiences/285231?location=Timur%20Laut&currentTab=experience_tab&federatedSearchId=cac57fef-22cf-49d5-94d1-cf82d98e24d0&searchId=0cfb8ac2-058f-4d16-b479-65394adb963b&sectionId=366d6daf-cfa8-40db-94ae-f2e5258f5dd9,7:00 AM,10:15 AM,Free / Not mentioned
91,"Historical, Heritage & Cultural Walks George Town","Explore Penangâ€™s UNESCO-listed George Town through guided heritage walks that highlight its multicultural history, street art, and colonial landmarks. Perfect for history lovers and photographers.","heritage, guided_tour, walking_tour",Culture & Heritage,George Town,Penang,20.0,50.0,2:00 PM - 7:00 PM,Daily,Not mentioned,4.8,HO88,Penang Heritage Trail,Not Provided,https://www.tripadvisor.com.my/Attraction_Review-g298303-d10821538-Reviews-George_Town_Heritage_Walks_Penang-George_Town_Penang_Island_Penang.html,2:00 PM,7:00 PM,Paid
92,Kedai Jala Mad Rezeki,"Located in Parit Buntar, Kedai Jala Mad Rezeki is a popular spot for fishing enthusiasts. The shop offers a wide range of quality fishing equipment and serves as a friendly gathering place for the local fishing community.","fishing, shop, community, outdoor, angling",Arts & Crafts,Parit Buntar,Perak,10.0,50.0,9:00 AM - 6:00 PM,Daily,Sunday,5.0,HO89,Mad Rezeki,017-420 1061,https://www.facebook.com/100063694412690/?locale=en_GB,9:00 AM,6:00 PM,Paid
93,Tanjak Warisan Tokwan,"A local craft shop specializing in handmade Malay tanjak (traditional headgear), showcasing Perlis heritage craftsmanship.","handicraft, culture, heritage",Culture & Heritage,Kangar,Perlis,20.0,150.0,10:00 AM - 6:00 PM,Daily,Sunday,4.7,HO90,Tokwan Craft,-3450777,â€”,10:00 AM,6:00 PM,Paid
94,Borneo Cultural Village,"A living museum that highlights Sabahâ€™s diverse ethnic cultures, featuring traditional houses, performances, and local crafts.","cultural_village, borneo, tradition",Culture & Heritage,Papar,Sabah,120.0,130.0,10:00 AM - 4:00 PM,Daily,Not mentioned,4.6,HO91,Borneo Cultural Village,010-293 3644,https://www.sabahtravel.com/attraction/borneo-cultural-village,10:00 AM,4:00 PM,Paid
95,Monsopiad Heritage Village,"A heritage village celebrating the legend of Monsopiad, with guided tours, cultural shows, and historical artifacts of the Kadazan people.","heritage_village, culture",Culture & Heritage,Penampang,Sabah,50.0,149.0,9:00 AM - 4:30 PM,Daily,Not mentioned,4.8,HO92,Monsopiad Management,011-1419 6488,https://www.facebook.com/Monsopiad/,9:00 AM,4:30 PM,Paid
96,Koisaan Cultural Village,"Located in KDCA Penampang, this site offers insight into Sabahâ€™s 40+ ethnic groups, showcasing dances, music, and native homes.","culture, heritage, diversity",Culture & Heritage,Penampang,Sabah,35.0,65.0,9:00 AM - 5:00 PM,Monday - Saturday,Sunday,4.5,HO93,KDCA Sabah,011-2534 3062,https://kcv.kdca.org.my/,9:00 AM,5:00 PM,Paid
97,Sabahan Local Food Cooking Class At Kinarut,"Learn to cook authentic Sabahan dishes with local instructors using fresh farm ingredients in a fun, hands-on cooking session.","local_food, cooking_class",Food & Culinary,Kinarut,Sabah,0.0,325.0,9:00 AM - 3:00 PM,Monday - Friday,Saturday - Sunday,4.9,HO94,Kinabalu Culinary,Not Provided,Klook Page,9:00 AM,3:00 PM,Free / Not mentioned
98,Kiulu Farmstay,"A peaceful farmstay surrounded by nature, offering local food, farming experiences, and eco-friendly accommodation.","farmstay, ecotourism, nature",Nature & Eco,Tamparuli,Sabah,160.0,950.0,8:00 AM - 8:00 PM,Daily,Not mentioned,4.7,HO95,Kiulu Farmstay,088-438 300,https://www.kiulufarmstay.com/,8:00 AM,8:00 PM,Paid
99,Borneo Tree House,"An eco-retreat built in the trees, offering unique forest stays with guided treks, birdwatching, and nature exploration.","treehouse, eco_stay, jungle_experience",Nature & Eco,Kota Kinabalu,Sabah,37.0,74.0,24 Hours,Daily,Not mentioned,3.9,HO96,Borneo Tree House,010-305 1406,https://www.facebook.com/borneotreehouseresort/,Not Appplicable,Not Appplicable,Paid
100,Darau Wetland Eco Tourism,"A wetland conservation and river cruise site featuring mangrove tours, birdwatching, and cultural demonstrations.","wetland, river_cruise, ecotourism",Nature & Eco,Kota Kinabalu,Sabah,30.0,150.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO97,Darau Eco Team,016-845 0426,https://evendo.com/locations/malaysia/kota-kinabalu/attraction/darau-wetland-eco-tourism,8:00 AM,6:00 PM,Paid
101,Eko-Pelancongan Kg. Kolosunan,"A community-based eco-tourism village promoting local culture, waterfall hikes, and homestay experiences.","community_based_tourism, ecovillage",Nature & Eco,Inanam,Sabah,50.0,200.0,7:00 AM - 5:00 PM,Daily,Not mentioned,4.9,HO98,Kolosunan Community,016-307 9795,https://www.facebook.com/KolosunanEcotourism/,7:00 AM,5:00 PM,Paid
102,Kek Lapis Warisan Sdn Bhd,Famous Sarawak bakery producing premium handmade layered cakes using traditional recipes and natural ingredients. (keklapiswarisan.com),"kek_lapis, bakery, dessert",Food & Culinary,Kuching,Sarawak,25.0,120.0,8:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO99,Kek Lapis Warisan,082-427 277,https://www.keklapiswarisan.com,8:00 AM,6:00 PM,Paid
103,Kek Lapis Dayang Salhah,One of Sarawakâ€™s most iconic kek lapis brands offering colorful and flavorful cakes â€” a must-buy Sarawak souvenir. (dayangsalhahkeklapis.com),"kek_lapis, dessert, heritage",Food & Culinary,"Kampung Gersik, Kuching",Sarawak,25.0,150.0,8:00 AM - 7:00 PM,Daily,Not mentioned,4.9,HO100,Dayang Salhah Enterprise,082-253 881,https://dayangsalhahkeklapis.com,8:00 AM,7:00 PM,Paid
104,Maria Kek Lapis Sarawak,"Home-based business specializing in Sarawak layered cakes, offering both modern and traditional patterns. (facebook.com/mariakeklapis)","kek_lapis, homemade, cake",Food & Culinary,Kuching,Sarawak,20.0,100.0,9:00 AM - 6:00 PM,Monday - Saturday,Sunday,4.7,HO101,Maria Kek Lapis,014-897 2145,https://www.facebook.com/mariakeklapis,9:00 AM,6:00 PM,Paid
105,Dayak Bidayuh Traditional Costume,"Traditional attire of the Bidayuh people, featuring handwoven textiles and beadwork symbolizing their cultural heritage. (sarawaktourism.com)","costume, culture, heritage",Culture & Heritage,Siburan,Sarawak,150.0,400.0,9:00 AM - 5:00 PM,Monday - Saturday,Sunday,4.8,HO102,Dayak Bidayuh Heritage,011-358 2209,https://sarawaktourism.com/attraction/bidayuh-culture,9:00 AM,5:00 PM,Paid
106,Beadstory & Crafts,Handmade bead jewelry and Borneo accessories created by local artisans celebrating Sarawakâ€™s indigenous craftsmanship. (facebook.com/beadstorycrafts),"beadwork, craft, handmade",Arts & Crafts,Kuching,Sarawak,15.0,180.0,10:00 AM - 6:00 PM,Tuesday - Sunday,Monday,4.7,HO103,BeadStory & Crafts,016-872 9932,https://www.facebook.com/beadstorycrafts,10:00 AM,6:00 PM,Paid
107,Wooden Artwork Kwm Craft,"Produces handcrafted wooden art pieces and souvenirs and taking order for mimbar, cokmar, and other furniture.","woodcraft, art, souvenir, handmade",Arts & Crafts,Dengkil,Selangor,15.0,60.0,8:30 AM - 5:30 PM,Daily,Sunday,4.2,HO104,KWM Craft,017-675 5236,https://www.facebook.com/kwmcraft/,8:30 AM,5:30 PM,Paid
108,Keropok Lekor Ori Terengganu No. 1,"Authentic Terengganu fish crackers made fresh daily, maintaining the traditional flavor.","keropok_lekor, snack, traditional_food",Food & Culinary,Petaling Jaya,Selangor,10.0,20.0,24 hours,Daily,Not mentioned,4.9,HO105,Keropok Lekor Ori Terengganu No.1,011-5915 0515,Not Available,Not Appplicable,Not Appplicable,Paid
109,Tanjak Warisan By Tanjak Lestari Balong Ayam Songket,"Custom handmade tanjak using traditional songket fabric, symbolizing Malay heritage.","tanjak, songket, craft, heritage",Culture & Heritage,Seri Kembangan,Selangor,125.0,250.0,8:30 PM - 11:00 PM,Monday - Friday,Saturday - Sunday,5.0,HO106,Tanjak Lestari,017-876 9685,https://shopee.com.my/Tanjak-Warisan-by-Tanjak-Lestari-Balong-Ayam-songket-i.40935164.9261579770,8:30 PM,11:00 PM,Paid
110,Kek Lapis Mama Su (Bangi),West Malaysia-based shop selling Sarawak-style kek lapis with diverse flavors and modern packaging.,"kek_lapis, bakery, dessert",Food & Culinary,Bangi,Selangor,15.0,35.0,10:00 AM - 8:00 PM,Daily,Not mentioned,4.4,HO107,Kek Lapis Mama Su,017-208 7858,https://keklapismamasubangi.orderl AMy/kek-lapis-sarawak,10:00 AM,8:00 PM,Paid
111,Learn Authentic Malaysian Vegan Cooking,Hands-on vegan cooking class showcasing Malaysian dishes using plant-based ingredients.,"cooking_class, vegan, food",Food & Culinary,Petaling Jaya,Selangor,0.0,220.0,11:00 AM - 1:15 PM,Daily,Not mentioned,4.9,HO108,Zurana,Not Provided,https://www.airbnb.com/experiences/474742?location=Kuala%20Lumpur&currentTab=experience_tab&federatedSearchId=7c833f12-bcd6-45f3-87ed-11235bad24b8&searchId=ace20cbe-65a5-4e60-87ce-8e83a5ce4b09&sectionId=2ab6989f-ae28-4686-be05-c40991c7e8ec,11:00 AM,1:15 PM,Free / Not mentioned
112,Keropok Lekor Tokku,Local Terengganu stall known for crunchy and flavorful keropok lekor goreng panas.,"keropok_lekor, street_food",Food & Culinary,Kuala Terengganu,Terengganu,4.5,25.0,8:30 AM - 6:00 PM,Daily,Friday,4.3,HO109,Keropok Lekor Tokku,09-624 3114,https://www.tokku.com.my/,8:30 AM,6:00 PM,Paid
113,Masala Medley Cooking Class,A guided class introducing participants to Malaysian Indian cuisine and traditional spice blending.,"cooking_class, indian_cuisine, spice, cultural",Food & Culinary,Kuala Lumpur,Kuala Lumpur,160.0,260.0,9:00 AM - 6:00 PM,Daily,Not mentioned,5.0,HO110,Masala Medley,018-870 2281,https://www.cookly.me/by/masala-medley-cooking-class/,9:00 AM,6:00 PM,Paid
114,Explore The Origin Of Kuala Lumpur With A Local,"Walking tour through KLâ€™s historical sites, exploring stories behind its origin.","walking_tour, history, culture",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0.0,70.0,5:00 PM - 7:30 PM,Daily,Not mentioned,4.9,HO111,Efmike,Not Provided,https://www.airbnb.com/experiences/283497,5:00 PM,7:30 PM,Free / Not mentioned
115,Explore Kampung Baru With A Local,Discover Kampung Baruâ€™s culture and cuisine with a knowledgeable local guide.,"heritage, tour, food",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0.0,155.0,5:00 PM - 8:00 PM,Daily,Not mentioned,4.9,HO112,Fuad,Not Provided,https://www.airbnb.com/experiences/157841,5:00 PM,8:00 PM,Free / Not mentioned
116,Sambal Streets Kuala Lumpur Food Tour With 15+ Tastings,"Culinary walking tour offering over 15 Malaysian dishes, from street eats to heritage recipes.","food_tour, culinary, street_food",Food & Culinary,Kuala Lumpur,Kuala Lumpur,211.94,230.0,4:30 PM - 10:30 PM,Daily,Not mentioned,4.9,HO113,Siddoz,Not Provided,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d15699067-Sambal_Streets_Kuala_Lumpur_Food_Tour_with_15_Tastings-Kuala_Lumpur_Wilayah_Persek.html,4:30 PM,10:30 PM,Paid
