,item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type,clean_description,clean_tags,clean_category,clean_features,semantic_features
99,100,Darau Wetland Eco Tourism,"A wetland conservation and river cruise site featuring mangrove tours, birdwatching, and cultural demonstrations.",wetland rivercruise ecotourism,Nature & Eco,Kota Kinabalu,Sabah,30,150,8 AM â€“ 6 PM,Daily,Not mentioned,4.8,HO97,Darau Eco Team,016-845 0426,https://evendo.com/locations/malaysia/kota-kinabalu/attraction/darau-wetland-eco-tourism,,,Paid,wetland conservation river cruise site featuring mangrove tour birdwatching cultural demonstration,wetland rivercruise ecotourism,nature eco,wetland conservation river cruise site featuring mangrove tour birdwatching cultural demonstration wetland rivercruise ecotourism wetland rivercruise ecotourism wetland rivercruise ecotourism nature eco nature eco ,wetland conservation river cruise site featuring mangrove tour birdwatching cultural demonstration wetland rivercruise ecotourism nature eco
100,101,Eko-Pelancongan Kg. Kolosunan,"A community-based eco-tourism village promoting local culture, waterfall hikes, and homestay experiences.",communitybasedtourism ecovillage sabah,Nature & Eco,Inanam,Sabah,50,200,7 AM â€“ 5 PM,Daily,Not mentioned,4.9,HO98,Kolosunan Community,016-307 9795,https://www.facebook.com/KolosunanEcotourism/,,,Paid,communitybased ecotourism village promoting local culture waterfall hike homestay experience,communitybasedtourism ecovillage sabah,nature eco,communitybased ecotourism village promoting local culture waterfall hike homestay experience communitybasedtourism ecovillage sabah communitybasedtourism ecovillage sabah communitybasedtourism ecovillage sabah nature eco nature eco ,communitybased ecotourism village promoting local culture waterfall hike homestay experience communitybasedtourism ecovillage sabah nature eco
101,102,Kek Lapis Warisan Sdn Bhd,Famous Sarawak bakery producing premium handmade layered cakes using traditional recipes and natural ingredients. (keklapiswarisan.com),"kek lapis, sarawak, bakery, traditional dessert",Food & Culinary,Kuching,Sarawak,25,120,8:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.8,HO99,Kek Lapis Warisan,082-427 277,https://www.keklapiswarisan.com,8:00:00,18:00:00,Paid,famous sarawak bakery producing premium handmade layered cake using traditional recipe natural ingredient keklapiswarisancom,kek lapis sarawak bakery traditional dessert,food culinary,famous sarawak bakery producing premium handmade layered cake using traditional recipe natural ingredient keklapiswarisancom kek lapis sarawak bakery traditional dessert kek lapis sarawak bakery traditional dessert kek lapis sarawak bakery traditional dessert food culinary food culinary ,famous sarawak bakery producing premium handmade layered cake using traditional recipe natural ingredient keklapiswarisancom kek lapis sarawak bakery traditional dessert food culinary
102,103,Kek Lapis Dayang Salhah,One of Sarawakâ€™s most iconic kek lapis brands offering colorful and flavorful cakes â€” a must-buy Sarawak souvenir. (dayangsalhahkeklapis.com),"kek lapis, sarawak, dessert, heritage",Food & Culinary,"Kampung Gersik, Kuching",Sarawak,25,150,8:00 AM â€“ 7:00 PM,Daily,Not mentioned,4.9,HO100,Dayang Salhah Enterprise,082-253 881,https://dayangsalhahkeklapis.com,8:00:00,19:00:00,Paid,one sarawak iconic kek lapis brand offering colorful flavorful cake mustbuy sarawak souvenir dayangsalhahkeklapiscom,kek lapis sarawak dessert heritage,food culinary,one sarawak iconic kek lapis brand offering colorful flavorful cake mustbuy sarawak souvenir dayangsalhahkeklapiscom kek lapis sarawak dessert heritage kek lapis sarawak dessert heritage kek lapis sarawak dessert heritage food culinary food culinary ,one sarawak iconic kek lapis brand offering colorful flavorful cake mustbuy sarawak souvenir dayangsalhahkeklapiscom kek lapis sarawak dessert heritage food culinary
103,104,Maria Kek Lapis Sarawak,"Home-based business specializing in Sarawak layered cakes, offering both modern and traditional patterns. (facebook.com/mariakeklapis)","kek lapis, homemade, sarawak, cake",Food & Culinary,Kuching,Sarawak,20,100,9:00 AM â€“ 6:00 PM,Monday â€“ Saturday,Sunday,4.7,HO101,Maria Kek Lapis,014-897 2145,https://www.facebook.com/mariakeklapis,9:00:00,18:00:00,Paid,homebased business specializing sarawak layered cake offering modern traditional pattern facebookcommariakeklapis,kek lapis homemade sarawak cake,food culinary,homebased business specializing sarawak layered cake offering modern traditional pattern facebookcommariakeklapis kek lapis homemade sarawak cake kek lapis homemade sarawak cake kek lapis homemade sarawak cake food culinary food culinary ,homebased business specializing sarawak layered cake offering modern traditional pattern facebookcommariakeklapis kek lapis homemade sarawak cake food culinary
104,105,Dayak Bidayuh Traditional Costume,"Traditional attire of the Bidayuh people, featuring handwoven textiles and beadwork symbolizing their cultural heritage. (sarawaktourism.com)","costume, culture, heritage, dayak",Culture & Heritage,Siburan,Sarawak,150,400,9:00 AM â€“ 5:00 PM,Monday â€“ Saturday,Sunday,4.8,HO102,Dayak Bidayuh Heritage,011-358 2209,https://sarawaktourism.com/attraction/bidayuh-culture,9:00:00,17:00:00,Paid,traditional attire bidayuh people featuring handwoven textile beadwork symbolizing cultural heritage sarawaktourismcom,costume culture heritage dayak,culture heritage,traditional attire bidayuh people featuring handwoven textile beadwork symbolizing cultural heritage sarawaktourismcom costume culture heritage dayak costume culture heritage dayak costume culture heritage dayak culture heritage culture heritage ,traditional attire bidayuh people featuring handwoven textile beadwork symbolizing cultural heritage sarawaktourismcom costume culture heritage dayak culture heritage
105,106,Beadstory & Crafts,Handmade bead jewelry and Borneo accessories created by local artisans celebrating Sarawakâ€™s indigenous craftsmanship. (facebook.com/beadstorycrafts),"beadwork, craft, borneo, handmade",Arts & Crafts,Kuching,Sarawak,15,180,10:00 AM â€“ 6:00 PM,Tuesday â€“ Sunday,Monday,4.7,HO103,BeadStory & Crafts,016-872 9932,https://www.facebook.com/beadstorycrafts,10:00:00,18:00:00,Paid,handmade bead jewelry borneo accessory created local artisan celebrating sarawak indigenous craftsmanship facebookcombeadstorycrafts,beadwork craft borneo handmade,art craft,handmade bead jewelry borneo accessory created local artisan celebrating sarawak indigenous craftsmanship facebookcombeadstorycrafts beadwork craft borneo handmade beadwork craft borneo handmade beadwork craft borneo handmade art craft art craft ,handmade bead jewelry borneo accessory created local artisan celebrating sarawak indigenous craftsmanship facebookcombeadstorycrafts beadwork craft borneo handmade art craft
106,107,Wooden Artwork Kwm Craft,"Produces handcrafted wooden art pieces and souvenirs and taking order for mimbar, cokmar, and other furniture.","woodcraft, art, souvenir, handmade",Arts & Crafts,Dengkil,Selangor,15,60,8.30 AM - 5.30 PM,Daily,Sunday,4.2,HO104,KWM Craft,017-675 5236,https://www.facebook.com/kwmcraft/,,,Paid,produce handcrafted wooden art piece souvenir taking order mimbar cokmar furniture,woodcraft art souvenir handmade,art craft,produce handcrafted wooden art piece souvenir taking order mimbar cokmar furniture woodcraft art souvenir handmade woodcraft art souvenir handmade woodcraft art souvenir handmade art craft art craft ,produce handcrafted wooden art piece souvenir taking order mimbar cokmar furniture woodcraft art souvenir handmade art craft
107,108,Keropok Lekor Ori Terengganu No. 1,"Authentic Terengganu fish crackers made fresh daily, maintaining the traditional flavor.","keropok lekor, terengganu, snack, traditional food",Food & Culinary,Petaling Jaya,Selangor,10,20,24 hours,Daily,Not mentioned,4.9,HO105,Keropok Lekor Ori Terengganu No.1,011-5915 0515,Not Available,,,Paid,authentic terengganu fish cracker made fresh daily maintaining traditional flavor,keropok lekor terengganu snack traditional food,food culinary,authentic terengganu fish cracker made fresh daily maintaining traditional flavor keropok lekor terengganu snack traditional food keropok lekor terengganu snack traditional food keropok lekor terengganu snack traditional food food culinary food culinary ,authentic terengganu fish cracker made fresh daily maintaining traditional flavor keropok lekor terengganu snack traditional food food culinary
108,109,Tanjak Warisan By Tanjak Lestari Balong Ayam Songket,"Custom handmade tanjak using traditional songket fabric, symbolizing Malay heritage.","tanjak, songket, craft, heritage",Culture & Heritage,Seri Kembangan,Selangor,125,250,8.30 PM - 11.00 PM,Monday â€“ Friday,Saturday â€“ Sunday,5,HO106,Tanjak Lestari,017-876 9685,https://shopee.com.my/Tanjak-Warisan-by-Tanjak-Lestari-Balong-Ayam-songket-i.40935164.9261579770,,,Paid,custom handmade tanjak using traditional songket fabric symbolizing malay heritage,tanjak songket craft heritage,culture heritage,custom handmade tanjak using traditional songket fabric symbolizing malay heritage tanjak songket craft heritage tanjak songket craft heritage tanjak songket craft heritage culture heritage culture heritage ,custom handmade tanjak using traditional songket fabric symbolizing malay heritage tanjak songket craft heritage culture heritage
109,110,Kek Lapis Mama Su (Bangi),West Malaysia-based shop selling Sarawak-style kek lapis with diverse flavors and modern packaging.,"kek lapis, bakery, bangi, dessert",Food & Culinary,Bangi,Selangor,15,35,10.00 AM - 8.00 PM,Daily,Not mentioned,4.4,HO107,Kek Lapis Mama Su,017-208 7858,https://keklapismamasubangi.orderl AMy/kek-lapis-sarawak,,,Paid,west malaysiabased shop selling sarawakstyle kek lapis diverse flavor modern packaging,kek lapis bakery bangi dessert,food culinary,west malaysiabased shop selling sarawakstyle kek lapis diverse flavor modern packaging kek lapis bakery bangi dessert kek lapis bakery bangi dessert kek lapis bakery bangi dessert food culinary food culinary ,west malaysiabased shop selling sarawakstyle kek lapis diverse flavor modern packaging kek lapis bakery bangi dessert food culinary
110,111,Learn Authentic Malaysian Vegan Cooking,Hands-on vegan cooking class showcasing Malaysian dishes using plant-based ingredients.,"cooking class, vegan, malaysia, food",Food & Culinary,Petaling Jaya,Selangor,0,220,11.00 AM - 1.15 PM,Daily,Not mentioned,4.9,HO108,Zurana,Not Provided,https://www.airbnb.com/experiences/474742?location=Kuala%20Lumpur&currentTab=experience_tab&federatedSearchId=7c833f12-bcd6-45f3-87ed-11235bad24b8&searchId=ace20cbe-65a5-4e60-87ce-8e83a5ce4b09&sectionId=2ab6989f-ae28-4686-be05-c40991c7e8ec,,,Free / Not mentioned,handson vegan cooking class showcasing malaysian dish using plantbased ingredient,cooking class vegan malaysia food,food culinary,handson vegan cooking class showcasing malaysian dish using plantbased ingredient cooking class vegan malaysia food cooking class vegan malaysia food cooking class vegan malaysia food food culinary food culinary ,handson vegan cooking class showcasing malaysian dish using plantbased ingredient cooking class vegan malaysia food food culinary
111,112,Keropok Lekor Tokku,Local Terengganu stall known for crunchy and flavorful keropok lekor goreng panas.,"keropok lekor, street food, terengganu",Food & Culinary,Kuala Terengganu,Terengganu,4.5,25,8.30 AM - 6.00 PM,Daily,Friday,4.3,HO109,Keropok Lekor Tokku,09-624 3114,https://www.tokku.com.my/,,,Paid,local terengganu stall known crunchy flavorful keropok lekor goreng panas,keropok lekor street food terengganu,food culinary,local terengganu stall known crunchy flavorful keropok lekor goreng panas keropok lekor street food terengganu keropok lekor street food terengganu keropok lekor street food terengganu food culinary food culinary ,local terengganu stall known crunchy flavorful keropok lekor goreng panas keropok lekor street food terengganu food culinary
112,113,Masala Medley Cooking Class,A guided class introducing participants to Malaysian Indian cuisine and traditional spice blending.,"cooking class, indian cuisine, spice, cultural",Food & Culinary,Kuala Lumpur,Kuala Lumpur,160,260,9.00 AM - 6.00 PM,Daily,Not mentioned,5,HO110,Masala Medley,018-870 2281,https://www.cookly.me/by/masala-medley-cooking-class/,,,Paid,guided class introducing participant malaysian indian cuisine traditional spice blending,cooking class indian cuisine spice cultural,food culinary,guided class introducing participant malaysian indian cuisine traditional spice blending cooking class indian cuisine spice cultural cooking class indian cuisine spice cultural cooking class indian cuisine spice cultural food culinary food culinary ,guided class introducing participant malaysian indian cuisine traditional spice blending cooking class indian cuisine spice cultural food culinary
113,114,Explore The Origin Of Kuala Lumpur With A Local,"Walking tour through KLâ€™s historical sites, exploring stories behind its origin.","kuala lumpur, walking tour, history, culture",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,70,5.00 PM - 7.30 PM,Daily,Not mentioned,4.9,HO111,Efmike,Not Provided,https://www.airbnb.com/experiences/283497,,,Free / Not mentioned,walking tour kls historical site exploring story behind origin,kuala lumpur walking tour history culture,culture heritage,walking tour kls historical site exploring story behind origin kuala lumpur walking tour history culture kuala lumpur walking tour history culture kuala lumpur walking tour history culture culture heritage culture heritage ,walking tour kls historical site exploring story behind origin kuala lumpur walking tour history culture culture heritage
114,115,Explore Kampung Baru With A Local,Discover Kampung Baruâ€™s culture and cuisine with a knowledgeable local guide.,"kampung baru, heritage, tour, food",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,155,5.00 PM - 8.00 PM,Daily,Not mentioned,4.9,HO112,Fuad,Not Provided,https://www.airbnb.com/experiences/157841,,,Free / Not mentioned,discover kampung barus culture cuisine knowledgeable local guide,kampung baru heritage tour food,culture heritage,discover kampung barus culture cuisine knowledgeable local guide kampung baru heritage tour food kampung baru heritage tour food kampung baru heritage tour food culture heritage culture heritage ,discover kampung barus culture cuisine knowledgeable local guide kampung baru heritage tour food culture heritage
115,116,Sambal Streets Kuala Lumpur Food Tour With 15+ Tastings,"Culinary walking tour offering over 15 Malaysian dishes, from street eats to heritage recipes.","food tour, kuala lumpur, culinary, street food",Food & Culinary,Kuala Lumpur,Kuala Lumpur,211.94,230,4.30 PM - 10.30 PM,Daily,Not mentioned,4.9,HO113,Siddoz,Not Provided,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d15699067-Sambal_Streets_Kuala_Lumpur_Food_Tour_with_15_Tastings-Kuala_Lumpur_Wilayah_Persek.html,,,Paid,culinary walking tour offering malaysian dish street eats heritage recipe,food tour kuala lumpur culinary street food,food culinary,culinary walking tour offering malaysian dish street eats heritage recipe food tour kuala lumpur culinary street food food tour kuala lumpur culinary street food food tour kuala lumpur culinary street food food culinary food culinary ,culinary walking tour offering malaysian dish street eats heritage recipe food tour kuala lumpur culinary street food food culinary
116,117,Malaysian Batik Experience â€“ Handkerchief,Short batik workshop where visitors color and design their own batik handkerchiefs.,"batik, workshop, art, souvenir",Arts & Crafts,Kuala Lumpur,Kuala Lumpur,0,73.53,10.00 AM - 2.00 PM,Daily,Not mentioned,5,HO114,Batik Workshop KL,Not Provided,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d14011284-Malaysian_Batik_Experience_Handkerchief-Kuala_Lumpur_Wilayah_Persekutuan.html,,,Free / Not mentioned,short batik workshop visitor color design batik handkerchief,batik workshop art souvenir,art craft,short batik workshop visitor color design batik handkerchief batik workshop art souvenir batik workshop art souvenir batik workshop art souvenir art craft art craft ,short batik workshop visitor color design batik handkerchief batik workshop art souvenir art craft
117,118,Step Into Batu Caves,Guided cultural and religious experience through the Batu Caves temples and limestone formations.,"batu caves, culture, tour, heritage",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,190,8.00 AM - 4.00 PM,Daily,Not mentioned,5,HO115,Eddy,Not Provided,https://www.airbnb.com/experiences/4458059,,,Free / Not mentioned,guided cultural religious experience batu cave temple limestone formation,batu cave culture tour heritage,culture heritage,guided cultural religious experience batu cave temple limestone formation batu cave culture tour heritage batu cave culture tour heritage batu cave culture tour heritage culture heritage culture heritage ,guided cultural religious experience batu cave temple limestone formation batu cave culture tour heritage culture heritage
118,119,Pottery Making Class In Kuala Lumpur,Learn basic pottery techniques and create your own ceramic pieces in a studio setting.,"pottery, workshop, art, kuala lumpur",Arts & Crafts,Mont Kiara,Kuala Lumpur,135,222,10.00 AM - 5.00 PM,Daily,Not mentioned,4.9,HO116,Life Ceramics,03-2381 1950,https://www.instagram.com/lifeceramics/?hl=en,,,Paid,learn basic pottery technique create ceramic piece studio setting,pottery workshop art kuala lumpur,art craft,learn basic pottery technique create ceramic piece studio setting pottery workshop art kuala lumpur pottery workshop art kuala lumpur pottery workshop art kuala lumpur art craft art craft ,learn basic pottery technique create ceramic piece studio setting pottery workshop art kuala lumpur art craft
119,120,Batik Coloring Workshop In Kuala Lumpur,"The apparent ease and guaranteed beautiful results have made Batik paintings as one of our top selling crafts of all time. On another note, our Batik painting workshop is just what you need to unwind and relax after a stressful week. Design, paint and take home your very own batik design now! Bring your friends and family and have an amazing time together!","batik, art, workshop, cultural",Arts & Crafts,"Central Market, Lot 1.03A Ground floor",Kuala Lumpur,15,30,10.30 AM - 7.00 PM,Daily,Not mentioned,4.7,HO117,Ainna Artwork,010-434 7121,https://www.instagram.com/batik_ainnaartwork/?hl=en,,,Paid,apparent ease guaranteed beautiful result made batik painting one top selling craft time another note batik painting workshop need unwind relax stressful week design paint take home batik design bring friend family amazing time together,batik art workshop cultural,art craft,apparent ease guaranteed beautiful result made batik painting one top selling craft time another note batik painting workshop need unwind relax stressful week design paint take home batik design bring friend family amazing time together batik art workshop cultural batik art workshop cultural batik art workshop cultural art craft art craft ,apparent ease guaranteed beautiful result made batik painting one top selling craft time another note batik painting workshop need unwind relax stressful week design paint take home batik design bring friend family amazing time together batik art workshop cultural art craft
120,121,Homestay Water Village Patau-Patau 2,"Traditional stilt village showcasing Labuanâ€™s heritage, culture, and lifestyle on water.","heritage, culture, labuan, village",Nature & Eco,Kampung Patau-Patau,Labuan,60,75,10.00 AM - 9.00 PM,Daily,Not mentioned,4.3,HO118,Patau-Patau Homestay,016-842 4981,pulaulabuan.com/homestay-kampung-air-patau-patau-2/,,,Paid,traditional stilt village showcasing labuans heritage culture lifestyle water,heritage culture labuan village,nature eco,traditional stilt village showcasing labuans heritage culture lifestyle water heritage culture labuan village heritage culture labuan village heritage culture labuan village nature eco nature eco ,traditional stilt village showcasing labuans heritage culture lifestyle water heritage culture labuan village nature eco
121,122,Take A Guided Ride On The Wind And Green Malacca,Eco-friendly cycling tour through Malaccaâ€™s countryside and historical areas.,"cycling tour, eco, malacca, outdoor",Nature & Eco,Ayer Salak,Melaka,0,218,7.00 AM - 11.00 PM,Daily,Not mentioned,4.9,HO119,Joseph,-,https://www.airbnb.ie/experiences/1793557,,,Free / Not mentioned,ecofriendly cycling tour malacca countryside historical area,cycling tour eco malacca outdoor,nature eco,ecofriendly cycling tour malacca countryside historical area cycling tour eco malacca outdoor cycling tour eco malacca outdoor cycling tour eco malacca outdoor nature eco nature eco ,ecofriendly cycling tour malacca countryside historical area cycling tour eco malacca outdoor nature eco
122,123,Unesco Heritage Discovery Ride,Explore Malaccaâ€™s UNESCO World Heritage sites by bicycle with a local guide.,"heritage, tour, malacca, unesco",Culture & Heritage,Malacca,Melaka,0,218,8.30 AM - 12.00 PM,Saturday â€“ Sunday,Monday â€“ Friday,5,HO120,Joseph,-,https://www.airbnb.com/experiences/3396554,,,Free / Not mentioned,explore malacca unesco world heritage site bicycle local guide,heritage tour malacca unesco,culture heritage,explore malacca unesco world heritage site bicycle local guide heritage tour malacca unesco heritage tour malacca unesco heritage tour malacca unesco culture heritage culture heritage ,explore malacca unesco world heritage site bicycle local guide heritage tour malacca unesco culture heritage
123,124,Asrina Craft Enterprise,"Local handicraft shop selling handmade batik, rattan, and traditional souvenirs.","handicraft, batik, souvenir, melaka",Arts & Crafts,Ayer Keroh,Melaka,10,50,8.00 AM - 10.00 PM,Daily,Not mentioned,5,HO121,Asrina,012-309 3729,https://www.facebook.com/Asrina.Craft/,,,Paid,local handicraft shop selling handmade batik rattan traditional souvenir,handicraft batik souvenir melaka,art craft,local handicraft shop selling handmade batik rattan traditional souvenir handicraft batik souvenir melaka handicraft batik souvenir melaka handicraft batik souvenir melaka art craft art craft ,local handicraft shop selling handmade batik rattan traditional souvenir handicraft batik souvenir melaka art craft
124,125,Ole Ole Melaka,"Popular souvenir shop offering authentic Melaka products, snacks, and crafts.","souvenir, melaka, local product",Arts & Crafts,Plaza Mahkota,Melaka,12,30,9.00 a. - 10.00 PM,Daily,Not mentioned,4.7,HO122,Ole Ole Melaka,012-916 7518,https://www.facebook.com/p/Bazar-Ole-Ole-Melaka-100064761259035/,,,Paid,popular souvenir shop offering authentic melaka product snack craft,souvenir melaka local product,art craft,popular souvenir shop offering authentic melaka product snack craft souvenir melaka local product souvenir melaka local product souvenir melaka local product art craft art craft ,popular souvenir shop offering authentic melaka product snack craft souvenir melaka local product art craft
125,126,Kedai Belacan Cincaluk Sri Murni,Traditional Melaka shop selling homemade belacan and cincaluk condiments.,"food, melaka, traditional, condiment",Food & Culinary,Tanjung Kling,Melaka,2.2,5.5,8.00 AM - 6.00 PM,Daily,Not mentioned,4.9,HO123,KBC Seri Murni,010-879 4110,https://shopee.com.my/kedaibelacancincalukserimurni,,,Paid,traditional melaka shop selling homemade belacan cincaluk condiment,food melaka traditional condiment,food culinary,traditional melaka shop selling homemade belacan cincaluk condiment food melaka traditional condiment food melaka traditional condiment food melaka traditional condiment food culinary food culinary ,traditional melaka shop selling homemade belacan cincaluk condiment food melaka traditional condiment food culinary
126,127,Historical Malacca Day Tour From Kuala Lumpur (Private Tour),Full-day private guided tour exploring Malaccaâ€™s historical landmarks and cuisine.,"malacca, tour, heritage, history",Culture & Heritage,Jonker Walk,Melaka,0,378.46,8.00 AM - 6.00 PM,Daily,Not mentioned,4.8,HO124,Private Malacca Historical tour,-,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d21122798-Historical_Malacca_Day_Tour_from_Kuala_Lumpur_Private_Tour-Kuala_Lumpur_Wilayah_Pe.html,,,Free / Not mentioned,fullday private guided tour exploring malacca historical landmark cuisine,malacca tour heritage history,culture heritage,fullday private guided tour exploring malacca historical landmark cuisine malacca tour heritage history malacca tour heritage history malacca tour heritage history culture heritage culture heritage ,fullday private guided tour exploring malacca historical landmark cuisine malacca tour heritage history culture heritage
127,128,Paklim Gift & Souvenir,Gift shop selling Malaysian-themed souvenirs and local crafts.,"souvenir, gift, malaysia",Arts & Crafts,Taman Angkasa Nuri,Melaka,10,45,10.00 AM - 6.30 PM,Daily,Not mentioned,4.9,HO125,Pak Lim,010-363 7599,https://www.facebook.com/paklim1974/,,,Paid,gift shop selling malaysianthemed souvenir local craft,souvenir gift malaysia,art craft,gift shop selling malaysianthemed souvenir local craft souvenir gift malaysia souvenir gift malaysia souvenir gift malaysia art craft art craft ,gift shop selling malaysianthemed souvenir local craft souvenir gift malaysia art craft
128,129,Makanan Tradisional Melaka (Cekpah Chickeboom),Stall offering Melakaâ€™s traditional dishes and local snacks.,"food, traditional, melaka",Food & Culinary,Plaza Mahkota,Melaka,3.9,20,8.30 AM - 10.00 PM,Daily,Not mentioned,4.8,HO126,CekPah Chickeboom,06-288 8380,https://www.facebook.com/Malacca.Traditional.Food/,,,Paid,stall offering melakas traditional dish local snack,food traditional melaka,food culinary,stall offering melakas traditional dish local snack food traditional melaka food traditional melaka food traditional melaka food culinary food culinary ,stall offering melakas traditional dish local snack food traditional melaka food culinary
129,130,Dodol Warisan Hajah Tijah (Uncle D) Dodol Melaka,Famous dodol maker in Melaka preserving traditional cooking methods and flavors.,"dodol, traditional dessert, melaka",Food & Culinary,Ayer Paabas,Melaka,5,13,24 hours,Daily,Not mentioned,5,HO127,Hajah Tijah,012-671 7488,https://www.tiktok.com/@dodolwarisanhajahtijah/video/7479359746349337863,,,Paid,famous dodol maker melaka preserving traditional cooking method flavor,dodol traditional dessert melaka,food culinary,famous dodol maker melaka preserving traditional cooking method flavor dodol traditional dessert melaka dodol traditional dessert melaka dodol traditional dessert melaka food culinary food culinary ,famous dodol maker melaka preserving traditional cooking method flavor dodol traditional dessert melaka food culinary
130,131,Cencol Sagu Rumbia,"Homemade dessert made from sago palm, a local delicacy from Borneo.","dessert, traditional, sago, borneo",Food & Culinary,Seremban,Negeri Sembilan,15,35,10:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.7,HO128,Cencol Sagu Rumbia,011-2345 8765,https://www.facebook.com/cencolsagurumbia,10:00:00,18:00:00,Paid,homemade dessert made sago palm local delicacy borneo,dessert traditional sago borneo,food culinary,homemade dessert made sago palm local delicacy borneo dessert traditional sago borneo dessert traditional sago borneo dessert traditional sago borneo food culinary food culinary ,homemade dessert made sago palm local delicacy borneo dessert traditional sago borneo food culinary
131,132,Uncle Wong Happy Farm,"Family-friendly agro farm with mini zoo, vegetable garden, and fun outdoor activities.","agro tourism, family, farm, eco",Nature & Eco,Labu,Negeri Sembilan,10,50,9:00 AM â€“ 5:00 PM,Daily,Not mentioned,4.6,HO129,Uncle Wong Happy Farm,010-7788 1122,https://www.facebook.com/unclewonghappyfarm,9:00:00,17:00:00,Paid,familyfriendly agro farm mini zoo vegetable garden fun outdoor activity,agro tourism family farm eco,nature eco,familyfriendly agro farm mini zoo vegetable garden fun outdoor activity agro tourism family farm eco agro tourism family farm eco agro tourism family farm eco nature eco nature eco ,familyfriendly agro farm mini zoo vegetable garden fun outdoor activity agro tourism family farm eco nature eco
132,133,"Sky Ladder Pineapple Farm, Port Dickson","Pineapple farm offering tours, product tasting, and photo spots with a sky ladder feature.","farm, pineapple, agro, tourism",Nature & Eco,Port Dickson,Negeri Sembilan,20,60,9:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.8,HO130,Sky Ladder Pineapple Farm,010-1122 3344,https://www.facebook.com/skyladderpineapplefarm,9:00:00,18:00:00,Paid,pineapple farm offering tour product tasting photo spot sky ladder feature,farm pineapple agro tourism,nature eco,pineapple farm offering tour product tasting photo spot sky ladder feature farm pineapple agro tourism farm pineapple agro tourism farm pineapple agro tourism nature eco nature eco ,pineapple farm offering tour product tasting photo spot sky ladder feature farm pineapple agro tourism nature eco
133,134,Jelita Ostrich Farm,Interactive ostrich farm in Negeri Sembilan where visitors can feed and learn about ostriches.,"ostrich, farm, eco, agro tourism",Nature & Eco,Seremban,Negeri Sembilan,15,45,9:00 AM â€“ 5:00 PM,Daily,Not mentioned,4.7,HO131,Jelita Ostrich Farm,012-3456 7890,https://www.facebook.com/jelitaostrichfarm,9:00:00,17:00:00,Paid,interactive ostrich farm negeri sembilan visitor feed learn ostrich,ostrich farm eco agro tourism,nature eco,interactive ostrich farm negeri sembilan visitor feed learn ostrich ostrich farm eco agro tourism ostrich farm eco agro tourism ostrich farm eco agro tourism nature eco nature eco ,interactive ostrich farm negeri sembilan visitor feed learn ostrich ostrich farm eco agro tourism nature eco
134,135,Kedai Kraftangan Lina Madu,Sells locally crafted honey-based products and handicrafts.,"craft, honey, local, souvenir",Arts & Crafts,Bahau,Negeri Sembilan,5,50,10:00 AM â€“ 6:00 PM,Daily,Not mentioned,4.5,HO132,Kedai Kraftangan Lina Madu,019-556 2234,https://www.facebook.com/kedaimadulina,10:00:00,18:00:00,Paid,sell locally crafted honeybased product handicraft,craft honey local souvenir,art craft,sell locally crafted honeybased product handicraft craft honey local souvenir craft honey local souvenir craft honey local souvenir art craft art craft ,sell locally crafted honeybased product handicraft craft honey local souvenir art craft
135,136,Mariwansa Kraftangan Sdn Bhd,Malaysian handicraft center promoting local artisan products including wood and fabric crafts.,"craft, malaysia, artisan, handmade",Arts & Crafts,Ipoh,Perak,15,120,9:00 AM â€“ 6:00 PM,Monday â€“ Saturday,Sunday,4.7,HO133,Mariwansa Kraftangan,012-887 6645,https://www.facebook.com/MariwansaKraftangan,9:00:00,18:00:00,Paid,malaysian handicraft center promoting local artisan product including wood fabric craft,craft malaysia artisan handmade,art craft,malaysian handicraft center promoting local artisan product including wood fabric craft craft malaysia artisan handmade craft malaysia artisan handmade craft malaysia artisan handmade art craft art craft ,malaysian handicraft center promoting local artisan product including wood fabric craft craft malaysia artisan handmade art craft
136,137,Hayat Creative Craft,Workshop producing decorative crafts from recycled materials and wood.,"creative, craft, recycled, handmade",Arts & Crafts,Taiping,Perak,10,80,9:30 AM â€“ 5:30 PM,Daily,Not mentioned,4.6,HO134,Hayat Creative Craft,017-440 2290,https://www.facebook.com/HayatCreativeCraft,9:30:00,17:30:00,Paid,workshop producing decorative craft recycled material wood,creative craft recycled handmade,art craft,workshop producing decorative craft recycled material wood creative craft recycled handmade creative craft recycled handmade creative craft recycled handmade art craft art craft ,workshop producing decorative craft recycled material wood creative craft recycled handmade art craft
